Geneid	SRR580389	SRR580390	SRR580391	SRR580392	SRR580393	SRR580394
III.g9978.t1	0	0	0	217	188	162
V.g14324.t1	0	1	0	4	3	3
V.g16072.t1	0	0	0	5	8	7
III.g9022.t1	0	0	0	1159	1309	1268
V.g16074.t1	0	0	0	0	4	1
V.g16067.t1	4	9	2	15	18	19
V.g17718.t1	5	0	1	8	12	5
V.g16145.t1	2	1	1	3	4	3
V.g16068.t1	9	11	13	21	25	25
II.g5698.t1	121	93	106	39	78	56
II.g5699.t1	2	5	4	15	21	14
V.g17792.t1	34	19	24	51	28	37
II.g5702.t1	12	4	18	32	26	21
III.g8633.t1	22	29	20	21	34	32
II.g5703.t1	14	5	9	31	47	19
V.g17700.t1	33	29	45	27	64	41
II.g5700.t1	1	0	0	0	1	0
V.g17670.t1	31	31	18	36	149	120
II.g6150.t2	1206	1365	1260	137	250	412
III.g8316.t1	23	21	18	14	27	19
II.g4377.t2	12	7	7	2	13	7
V.g15020.t1	9	1	4	211	115	129
II.g4401.t2	24	30	48	21	44	38
V.g17538.t1	10	13	7	16	17	14
V.g15773.t3	6	8	6	832	430	670
II.g6198.t1	94	115	130	1547	1169	1267
IV.g12380.t1	12	9	3	8	22	5
V.g15019.t2	0	0	0	2	1	1
IV.g12491.t1	0	0	0	230	212	222
II.g4071.t1	450	506	580	189	222	124
IV.g12381.t1	29	35	24	35	88	51
IV.g12339.t1	29	15	29	68	117	82
IV.g12379.t1	93	38	35	48	260	63
V.g15358.t1	106	99	102	182	237	185
II.g6196.t1	34	46	31	62	260	61
II.g6195.t1	462	223	185	322	596	404
V.g15001.t3	2	7	2	174	79	132
II.g6197.t1	147	234	102	436	493	670
I.g2555.t1	1	4	1	753	536	628
V.g17169.t1	2287	1934	1967	3836	4263	3745
V.g15002.t1	38	40	22	377	125	269
II.g6177.t1	87	95	87	231	249	317
V.g15956.t1	5	3	6	5	3	2
V.g15256.t1	35	53	42	61	71	75
V.g15000.t1	22	7	18	49	37	37
V.g15003.t1	4	2	4	16	16	9
V.g15249.t1	84	148	86	325	231	282
II.g6547.t1	0	0	0	1	0	0
V.g14710.t1	62	58	55	98	68	57
V.g16244.t1	1	0	0	8	5	8
V.g15245.t1	491	204	225	251	959	308
IV.g10705.t1	462	498	432	29	62	66
IV.g10674.t1	0	0	0	0	1	0
V.g16245.t1	1	0	0	1	1	2
V.g16248.t2	3	2	3	0	1	5
V.g15250.t1	110	57	104	128	80	113
V.g16398.t1	1	1	0	14	6	10
I.g1601.t1	59	103	64	40	81	42
II.g7143.t1	4	5	9	3	3	1
X.g22408.t1	79	67	50	7	42	14
V.g15253.t1	1	3	1	30	3	20
X.g20206.t2	27	37	31	2	10	6
X.g21181.t2	0	0	0	1	5	5
I.g1610.t1	1359	1737	662	362	142	421
I.g1614.t1	118	134	61	157	61	136
V.g14718.t2	27	29	25	91	42	72
X.g19182.t1	45	22	16	966	157	85
V.g16485.t2	3	2	2	108	19	58
III.g8856.t1	100	16	25	1126	250	406
I.g2044.t1	385	494	352	398	394	507
I.g2152.t1	17	6	5	102	13	56
V.g17089.t1	842	243	315	1647	276	617
V.g17170.t1	1091	1120	865	2985	2358	3016
V.g16473.t1	1650	417	688	2294	145	884
V.g16472.t1	531	549	422	1199	442	782
V.g16931.t1	586	552	412	4864	3797	5214
V.g17087.t1	571	85	104	1365	228	469
V.g17088.t1	1116	180	244	1816	119	497
I.g1785.t1	734	909	639	728	645	959
V.g18036.t1	3	0	0	8	6	4
V.g15309.t1	0	0	0	0	0	0
V.g16933.t1	391	517	269	2961	4695	3904
V.g17645.t1	1	0	1	5	4	3
V.g15483.t1	11	20	9	38	115	49
V.g16929.t2	71	73	41	443	454	416
V.g15901.t2	0	2	2	2	3	2
V.g15016.t1	0	0	0	3	0	1
II.g6558.t1	1	2	1	1	1	2
II.g6579.t1	0	2	0	2	3	6
V.g15549.t3	2	1	2	1	17	4
V.g15550.t1	2	12	0	23	5	11
V.g18480.t1	10	2	1	7	11	0
V.g14088.t1	1	0	0	1	1	0
V.g15757.t2	2	2	4	13	10	7
V.g15307.t1	5	4	4	17	10	9
V.g14842.t1	0	0	0	1	0	0
I.g3408.t1	11	8	5	27	155	26
II.g5932.t1	389	82	61	2913	507	688
X.g20614.t1	818	178	147	1855	257	552
II.g4496.t1	3957	618	797	12463	929	3900
II.g5430.t1	1899	238	407	6496	998	2093
X.g20892.t1	17	2	2	274	93	101
X.g20958.t1	10	2	5	10	21	11
X.g22298.t2	34	30	58	1	7	0
X.g22165.t1	32	38	27	52	57	35
I.g3415.t1	57	47	66	19	17	52
IV.g10945.t1	25	35	17	118	71	97
X.g20616.t1	37	23	21	269	40	88
V.g14602.t1	7	1	4	6	5	7
V.g14783.t1	6	11	3	78	119	78
V.g13904.t1	408	530	321	337	592	364
V.g14603.t1	13	12	21	10	5	20
V.g13930.t1	1	1	0	0	0	0
V.g13902.t1	452	408	316	542	595	443
V.g13929.t3	1	1	0	21	10	9
V.g13901.t2	112	158	180	122	49	94
V.g14286.t1	27	8	17	21	63	27
X.g20737.t3	1098	693	982	1	0	8
X.g20735.t1	1226	1100	704	15	24	57
X.g20738.t1	7	0	5	0	0	2
V.g16925.t1	38	25	25	117	96	75
V.g16923.t1	66	69	46	170	188	198
V.g16924.t1	27	25	14	54	64	43
V.g16926.t1	112	110	82	303	244	256
V.g14714.t1	471	474	507	592	369	596
II.g6688.t1	3	0	0	47	26	48
II.g6657.t1	0	0	0	300	185	249
V.g16274.t1	12695	9104	12129	20690	5834	17616
II.g6689.t1	2	2	18	616	417	514
V.g16922.t1	45	31	28	112	113	81
II.g6676.t1	0	0	0	36	17	17
V.g16275.t1	18794	20820	20379	14084	6786	13449
X.g22304.t2	1	0	0	24	32	42
X.g18629.t3	1840	1481	1589	1497	1117	1578
X.g19022.t1	396	349	327	276	357	248
IV.g12435.t1	1024	1132	849	1109	590	1468
III.g8437.t1	8959	6524	7925	7932	2452	6493
V.g17786.t1	7	6	6	236	33	580
IV.g10563.t1	22	20	14	71	13	56
X.g18630.t2	407	544	350	729	687	930
V.g17971.t1	424	679	543	1380	333	1539
I.g801.t1	3	1	1	5	5	9
IV.g12445.t1	112	173	144	275	74	284
V.g17811.t3	90	164	79	238	62	244
V.g15724.t1	0	0	1	0	1	1
V.g14646.t3	33	62	51	2	4	18
III.g9581.t3	419	592	496	658	1065	926
III.g9574.t1	88	90	88	186	135	98
III.g9577.t1	133	102	95	393	281	238
V.g15604.t1	880	487	792	757	1095	847
III.g9579.t1	13	20	18	32	29	29
V.g14569.t1	163	187	180	26	10	35
V.g14580.t2	76	100	87	8	13	30
I.g3639.t1	55006	61881	56410	45018	24836	43885
I.g2576.t1	2	0	4	158	128	116
V.g14648.t4	115	149	145	95	112	103
III.g7899.t1	368	322	298	873	340	590
III.g8565.t1	384	305	414	390	310	321
V.g17017.t1	3	2	1	4	8	7
X.g19970.t1	42	30	28	196	98	131
V.g17020.t2	3	1	2	26	6	16
V.g15368.t1	0	0	0	4	8	4
I.g1507.t1	24	20	17	68	106	90
I.g2578.t1	4	4	0	118	102	102
X.g18935.t1	0	0	0	29	14	21
III.g9118.t2	150	115	86	160	268	191
V.g17018.t1	10	5	6	22	45	16
V.g17015.t1	0	0	0	0	0	2
I.g1766.t1	39812	46390	40430	16933	16011	20284
V.g17197.t1	17	1	1	57	9	35
V.g17275.t1	8	1	1	17	18	16
V.g16488.t1	21	3	6	86	56	56
V.g17708.t1	0	0	0	17	6	8
V.g15931.t3	172	106	139	1696	562	1337
V.g15210.t1	0	1	0	0	3	3
V.g15934.t1	72	71	84	682	252	628
II.g6072.t1	1	1	0	9	4	4
I.g3785.t1	0	0	1	4	0	2
X.g20573.t1	6	2	1	0	1	2
V.g14191.t1	4	0	4	19	3	11
X.g20577.t1	2	6	5	19	1	7
III.g8689.t1	8	10	2	95	117	81
X.g20572.t1	6	1	0	3	1	1
V.g14189.t1	1	1	2	24	2	15
II.g6950.t1	0	0	0	62	52	61
V.g14590.t3	3	4	2	704	359	445
V.g14591.t2	3	1	4	1064	864	753
I.g3430.t1	2	0	0	5596	2940	4515
I.g3072.t1	0	0	0	390	312	397
I.g3429.t1	3	0	2	4883	2714	3807
V.g15316.t1	10	5	11	11	58	18
II.g4412.t1	30	6	4	3546	2900	3035
II.g4413.t1	7	2	1	5967	3796	5124
V.g14973.t3	18	13	5	35	39	38
V.g14996.t1	120	271	115	944	600	793
V.g14988.t1	33	52	24	105	99	140
IV.g10597.t1	1	1	3	314	137	242
X.g21890.t1	0	0	0	0	0	1
I.g2757.t3	0	0	0	1591	1287	1452
V.g14373.t1	22	17	18	22	19	22
IV.g10792.t1	0	0	0	276	270	280
IV.g10598.t1	1	0	1	26	8	19
I.g3200.t1	0	0	0	3	1	0
II.g3968.t1	2	0	0	13867	9197	11858
I.g2983.t1	0	0	0	259	240	289
I.g2762.t1	1	0	0	1146	1148	1117
I.g2769.t1	0	0	0	0	0	0
II.g6356.t2	4	2	0	24170	16045	20225
IV.g10446.t3	0	0	1	23225	13947	19423
I.g3236.t1	2	1	0	108	51	105
II.g4673.t1	0	1	1	28	12	7
V.g16621.t2	6	5	9	1595	948	1280
III.g8755.t1	0	1	1	925	734	911
II.g4680.t2	11	3	4	23	3	2
X.g18767.t1	2	3	0	2	4	4
IV.g11650.t2	1	0	1	16	0	5
III.g7517.t1	116	142	109	162	143	186
V.g15494.t1	105	352	77	309	51	320
III.g8183.t1	21	6	3	76	10	24
V.g13912.t1	0	1	0	8	3	3
V.g17778.t1	7	8	2	83	13	103
X.g22071.t1	1	4	4	44	3	60
V.g17948.t1	19	55	25	66	10	54
V.g18396.t1	0	0	0	1	1	0
V.g18398.t1	0	1	0	4	3	6
V.g18455.t1	6	16	7	11	14	11
X.g19203.t1	119	313	167	364	137	288
V.g15680.t1	231	238	254	757	556	812
X.g21698.t1	1	1	2	5	3	7
X.g21697.t1	0	0	0	0	3	1
X.g21699.t3	5	2	0	3	12	1
V.g18395.t2	3	2	0	6	2	3
V.g16796.t1	144	150	88	505	385	598
V.g15681.t1	21	21	17	120	164	106
IV.g12958.t3	4	6	4	106	110	128
V.g16859.t1	258	378	254	128	199	175
II.g3962.t1	7	11	14	77	45	79
V.g15674.t2	40	70	22	146	345	161
IV.g12972.t1	0	0	0	1396	1008	1215
V.g15639.t2	25	2	8	80	5	16
V.g16163.t2	4	2	2	3	4	3
V.g15947.t1	5	3	1	4	6	3
IV.g11714.t2	121	137	132	681	465	439
I.g1825.t1	29	30	24	2291	1907	1936
IV.g11139.t1	0	0	0	47	26	37
X.g21391.t1	1	0	1	0	0	0
IV.g11770.t1	746	1373	518	3434	3431	3933
X.g21498.t2	27	25	13	1	9	11
IV.g11715.t1	0	0	0	2111	2443	2056
IV.g11776.t1	13	31	8	245	505	349
IV.g13275.t1	129	142	80	566	262	435
IV.g10662.t1	3	1	2	7	12	3
IV.g11775.t1	1	2	1	28	139	9
IV.g10723.t2	1	2	0	4	0	0
V.g15406.t3	36	32	35	32	16	32
IV.g10721.t1	1	0	1	0	0	2
V.g15797.t1	2	0	1	10	3	4
IV.g10720.t1	8	3	6	8	8	3
IV.g10715.t1	0	1	1	3	3	3
IV.g10773.t1	1	1	1	31	4	16
V.g15145.t1	1	2	2	2	1	3
V.g14629.t2	1	2	1	272	102	153
IV.g11957.t1	2	0	1	1	13	1
V.g15143.t2	23	24	25	132	317	189
X.g20230.t3	4	4	3	1	5	3
III.g9777.t2	3947	4433	4064	1865	1719	2321
V.g17493.t1	0	0	0	0	1	0
V.g17492.t2	1	1	6	7	20	16
IV.g12994.t2	1	1	0	8054	10977	12373
V.g17496.t1	0	0	0	0	1	0
V.g17517.t1	19	16	22	26	32	19
V.g17518.t1	44	73	39	45	107	51
V.g17507.t1	1	1	0	14	3	11
V.g17515.t1	0	5	3	6	3	13
III.g10051.t1	217	219	159	252	262	238
X.g21561.t1	11	5	6	16	13	15
V.g16310.t1	95	146	100	101	151	153
I.g2017.t2	2	0	2	2096	1570	1908
IV.g13387.t1	1	1	5	34	5	13
IV.g11362.t2	7	6	0	6	2	2
IV.g13416.t3	25	18	12	189	54	133
IV.g13382.t1	268	320	277	1623	880	1346
IV.g13383.t1	11	16	39	113	20	84
V.g16979.t1	0	3	4	5	7	4
IV.g13385.t1	1	0	0	44	7	26
V.g16224.t2	4	1	0	2	2	3
V.g16510.t1	7	0	2	13	22	7
IV.g13388.t1	6	7	2	1712	1389	1574
V.g16511.t2	1	0	0	9	8	14
IV.g13686.t1	22961	29521	30012	13004	552	6414
II.g7149.t1	2244	987	1854	3244	197	1683
II.g7369.t1	25	17	12	629	177	311
X.g20250.t1	111	95	81	182	119	404
IV.g11546.t1	332	503	374	34	70	109
I.g2340.t3	11193	13073	10942	6688	7087	8258
V.g13905.t1	657	663	581	649	914	643
V.g15367.t2	8943	9770	8674	2476	1836	2964
II.g7189.t1	16	7	29	85	27	178
II.g4984.t1	1659	1786	1837	961	1426	1072
II.g7193.t1	494	614	298	3798	607	3568
II.g7190.t1	10	8	5	8	3	13
II.g7187.t1	337	801	837	22676	2517	22720
II.g5744.t2	0	0	1	868	999	1003
II.g7194.t1	7011	7743	3431	5013	2352	4097
V.g14915.t1	12	4	1	23	546	14
II.g7196.t1	9	4	3	14	1	4
V.g16150.t1	159	188	177	327	320	279
X.g20175.t1	0	0	0	0	1	0
V.g16151.t1	453	437	443	1114	778	896
II.g7125.t1	177	194	142	42	79	70
II.g7110.t2	396	272	353	473	333	394
II.g7124.t1	272	275	279	157	72	150
IV.g10548.t1	23	29	24	27	32	27
II.g3958.t2	22	18	17	53	33	22
IV.g10588.t1	15190	16081	14659	7563	3997	6890
II.g3966.t1	3	4	1	28	33	27
II.g3932.t1	82	73	52	102	209	105
II.g3959.t3	85	71	76	167	259	186
IV.g10585.t2	1619	1797	1481	2246	1679	2490
II.g3965.t1	16	10	20	44	33	39
II.g5536.t1	609	1082	505	3491	433	2117
X.g20830.t1	1665	2136	1086	3355	916	1996
II.g3964.t1	259	289	278	639	1208	636
V.g16491.t1	38	58	33	541	1109	779
IV.g13481.t2	115	94	81	115	128	137
II.g3961.t1	122	164	124	290	298	304
V.g16538.t1	50	35	36	62	45	77
IV.g11636.t1	0	0	0	81	38	71
X.g20831.t1	278	353	156	1031	384	624
V.g16537.t1	11	5	13	62	31	56
II.g4369.t1	0	2	2	181	119	158
V.g16536.t1	54	35	52	271	80	213
X.g19865.t3	160	216	187	11	22	47
II.g4370.t1	1	1	0	193	98	157
X.g18850.t1	67	44	74	376	467	388
V.g17566.t1	4	3	5	51	48	41
V.g17565.t1	70	59	54	231	276	262
X.g20372.t1	503192	987426	569693	606	218	1524
V.g17557.t1	70	83	62	126	80	164
X.g20002.t2	231813	460103	269132	2068	419	1303
X.g20031.t1	165959	289363	224622	1531	319	1529
V.g17567.t1	14	7	5	34	42	38
IV.g12726.t1	803267	1421081	804705	21448	31054	24136
I.g2095.t1	21	19	10	123	114	104
III.g8677.t1	447	540	374	716	2684	1044
V.g15871.t2	3	0	0	0	1	0
II.g6173.t1	7	3	3	36	35	27
V.g16950.t2	73	187	38	101	126	165
X.g20734.t1	2	2	5	1	2	1
III.g8260.t2	9590	10184	9938	5284	4482	6310
II.g4162.t1	0	1	0	4	7	3
II.g4172.t1	62	98	75	22	21	19
II.g6171.t3	2	1	4	5	9	2
V.g14806.t1	2	3	3	2	3	1
V.g15561.t1	19	20	12	102	51	128
V.g17445.t2	91	149	124	49	473	166
V.g17055.t1	6140	7650	6474	8081	33673	18304
V.g17447.t1	1572	2384	2030	2136	7012	4298
II.g5964.t1	22	36	35	109	129	87
V.g15872.t3	12	14	8	5	5	6
II.g6296.t2	4	1	2	26	12	8
V.g17054.t1	4611	5972	5343	6987	20556	16242
V.g17053.t1	4734	6300	5497	8588	27321	18103
V.g17431.t1	692	1388	1041	1953	5299	4871
V.g17444.t1	5	14	4	6	49	18
IV.g13833.t1	1377	1898	2021	5559	887	5166
V.g17056.t1	5321	6769	5895	6119	29131	14874
IV.g13832.t1	84	110	128	389	89	246
IV.g11186.t1	8	11	11	1	0	2
V.g15314.t1	1	0	0	7	7	5
X.g19486.t1	51978	34198	44359	59223	5684	29323
V.g14732.t2	0	0	0	3	5	6
V.g14383.t1	61	68	61	170	113	229
IV.g10457.t1	3281	433	832	17940	2487	5616
IV.g12288.t2	54988	58334	54364	31279	14916	29307
I.g3582.t2	3	0	0	3	2	0
II.g6116.t1	37	27	25	144	33	126
X.g18872.t1	57135	30890	48032	56571	3477	26260
II.g6162.t1	372	335	312	806	995	788
V.g15672.t1	50	78	32	568	400	589
II.g6129.t2	43	44	48	104	246	163
X.g19485.t1	6874	5085	5792	19550	1360	10101
V.g16312.t1	339	633	685	520	628	665
V.g17038.t1	24	37	19	202	298	256
V.g18039.t1	7	2	8	31	13	39
V.g17678.t1	3	3	0	51	22	31
V.g13911.t1	8	13	18	62	113	72
II.g6778.t1	0	0	0	5	1	1
II.g6777.t2	1	0	1	38	49	35
II.g6776.t2	0	0	0	15	15	18
V.g15270.t3	2	4	3	44	34	39
V.g15661.t1	644	781	396	74	82	158
V.g17040.t1	114	133	106	303	449	415
V.g17041.t1	882	1265	942	4607	4754	7925
II.g6986.t1	47	32	29	65	64	75
V.g14794.t1	7	4	1	12	14	7
V.g17025.t1	12	3	1	187	14	48
V.g17024.t1	8	5	2	204	17	55
III.g9819.t1	268	221	197	541	600	517
I.g808.t2	7	17	2	5	1	5
IV.g11649.t1	119	131	106	276	235	289
V.g17028.t1	7	7	2	7	3	6
III.g9544.t2	704	713	778	154	321	329
III.g10216.t1	303	333	402	123	126	165
III.g10239.t1	936	1148	1030	130	210	265
V.g16406.t4	126	191	279	209	126	146
III.g10240.t1	1200	1365	1220	502	678	791
III.g10394.t1	113	216	179	210	183	300
IV.g10976.t1	1	2	0	3	1	3
V.g16309.t2	851	2106	1269	1709	984	1717
V.g14854.t1	868	862	1401	1849	723	1418
V.g13952.t1	573	1439	845	1271	1116	1096
V.g14853.t2	142	126	205	186	211	230
V.g15684.t1	110	66	26	287	49	131
V.g15477.t1	82	66	23	298	27	130
IV.g11574.t2	12	8	11	19	31	26
IV.g11580.t1	10	5	7	7	18	17
II.g7224.t1	1459	1748	1464	153	287	422
V.g14275.t2	0	0	0	0	0	0
IV.g11581.t2	1	0	1	19	12	14
IV.g11583.t2	2	1	0	17	32	36
X.g20231.t1	0	0	0	1	1	0
II.g6937.t1	0	0	4	319	12	117
II.g6055.t2	2	1	2	26	57	32
II.g6948.t2	1	2	0	1	3	1
II.g4334.t1	2276	2496	2366	360	462	728
II.g4336.t1	890	510	1122	2620	1109	1752
II.g4090.t1	1	1	5	15	7	11
IV.g11582.t3	1	1	1	2	5	2
II.g4337.t1	0	0	0	14	4	2
II.g6816.t1	0	0	0	371	184	343
III.g9435.t2	11298	13330	11414	9310	5915	9743
III.g9310.t1	38	34	37	246	330	264
V.g17490.t1	711	623	565	1714	2669	2277
III.g9028.t1	5	0	4	62817	32531	49255
III.g8682.t1	134	125	97	15	35	47
II.g6835.t1	3	2	2	47	20	26
III.g9501.t3	0	0	0	32	37	34
I.g3098.t3	20	14	4	1045	344	760
II.g4956.t2	6	6	10	110	132	96
V.g17799.t1	385	330	223	867	1756	954
III.g9324.t1	92	132	121	415	189	270
V.g16168.t3	0	0	0	668	788	734
V.g16185.t1	1	0	0	11313	19771	15902
V.g17250.t1	8	6	8	29	60	33
V.g16169.t1	902	575	614	1525	1138	1554
V.g17978.t1	0	3	1	1157	1682	1466
I.g3129.t1	52	72	23	137	315	151
V.g16928.t1	35	18	24	33	21	30
II.g7004.t3	0	0	1	17	3	13
V.g17251.t1	3	1	0	17	25	7
V.g14557.t1	2	0	0	4	4	1
IV.g11510.t1	0	0	1	127	80	108
IV.g13841.t1	11	19	3	12	32	35
IV.g13846.t1	14	17	6	31	31	22
V.g14476.t1	3	2	1	1213	824	1079
V.g17252.t1	7	8	1	10	16	6
IV.g13847.t1	35	30	28	29	91	38
V.g17481.t1	0	0	0	3333	2987	3124
V.g16559.t1	1	2	1	7	1	3
II.g6571.t1	0	0	1	923	554	712
IV.g12634.t1	5379	6423	5509	1107	1871	2092
V.g15081.t2	1	1	0	222	102	206
II.g6421.t2	0	1	1	2	0	2
X.g21315.t3	266	358	283	165	77	193
X.g20953.t1	64	84	90	43	40	47
X.g19758.t2	334	260	229	377	706	477
II.g4364.t1	1	0	0	3	4	1
IV.g13023.t1	2	5	8	1	1	6
X.g22305.t1	3	1	7	1	0	1
II.g6422.t1	0	1	0	4	1	1
II.g7036.t1	11	12	16	25	16	29
X.g21309.t2	77	108	92	53	16	46
X.g22299.t1	7	9	2	0	2	0
V.g14533.t1	74	88	51	14	9	14
X.g22300.t1	16	27	31	1	0	8
III.g10132.t1	116654	108265	112836	94511	86075	84141
X.g22124.t1	20	25	30	2	1	3
I.g1826.t2	617	628	535	43441	30430	42405
II.g6424.t1	32	45	30	3	8	8
IV.g10928.t1	1629	1490	1758	1927	1569	2583
X.g19170.t1	620	521	600	422	360	427
IV.g11533.t2	747	1119	348	109	144	104
IV.g11535.t2	458	519	653	738	385	578
X.g21288.t1	2	3	3	18	19	21
II.g6282.t1	3	4	4	0	0	2
X.g21548.t1	27	17	16	156	230	196
V.g17930.t1	2	10	0	274	255	259
V.g13982.t1	201	139	154	648	1081	765
IV.g11278.t1	1200	1094	1314	589	308	644
IV.g11562.t1	47	55	57	98	72	90
II.g6570.t1	0	1	0	182	130	195
I.g1598.t2	4748	5320	4796	2794	2295	3408
X.g21541.t1	32	15	25	130	124	106
IV.g12911.t1	8	8	7	143	116	125
X.g22223.t1	7	6	10	18	8	9
IV.g13697.t1	0	1	0	380	338	316
I.g849.t1	0	0	0	0	0	0
IV.g13698.t1	0	0	0	156	118	148
IV.g13709.t1	1	1	0	356	218	323
IV.g13735.t1	15	6	8	543	341	466
V.g16952.t1	26	23	23	73	61	60
V.g15184.t1	9	16	7	65	46	42
V.g15185.t1	174	222	130	606	270	746
V.g16954.t1	661	1216	498	651	156	597
X.g22085.t1	17	20	32	157	58	145
V.g15186.t1	1488	2364	1136	709	213	805
II.g3983.t1	21	13	61	108	217	92
II.g3981.t2	304	292	283	1377	806	1339
V.g16452.t1	75	100	43	246	110	219
V.g16383.t1	5	3	1	3	4	5
V.g16471.t1	1480	2279	1696	4022	1696	5683
II.g6209.t1	1528	1787	1629	1201	1266	1693
IV.g13663.t1	4	0	0	2	0	2
V.g16693.t2	862	1121	1076	397	631	697
V.g15676.t2	1	0	0	0	1	0
I.g2897.t2	6	7	2	937	755	841
V.g15102.t1	79	95	77	361	459	524
I.g2855.t2	13	16	6	1344	958	1129
V.g14326.t3	0	0	0	0	0	1
X.g19196.t1	0	4	2	0	2	1
III.g9993.t1	2	7	1	7	2	4
V.g15689.t1	0	2	2	1	1	2
II.g7186.t2	1	6	0	31	28	36
I.g1326.t1	4	4	8	70	48	55
II.g7209.t2	684	975	744	65	111	193
IV.g11294.t1	0	0	0	4	0	0
II.g4643.t1	8	10	14	6	11	17
II.g6284.t2	2513	3197	2851	137	214	312
II.g4677.t1	2	0	5	24	26	15
IV.g10623.t3	767	821	733	853	600	770
IV.g11293.t1	1	2	0	2	1	1
V.g17997.t2	657	558	563	87	66	75
IV.g10847.t1	436	561	494	205	101	238
IV.g10649.t1	1558	1942	1636	131	244	330
V.g15628.t1	1	1	3	8	5	4
IV.g10617.t2	554	764	505	1375	838	1354
IV.g10994.t1	725	777	784	33	63	116
X.g20601.t1	0	0	0	3	3	2
IV.g10989.t2	32	56	28	8	12	17
IV.g10445.t1	1826	2278	1957	149	260	519
V.g15635.t2	18	18	27	212	167	232
V.g14875.t2	231	2208	215	1883	263	1461
V.g14968.t1	1	2	2	4	3	3
V.g15636.t1	6	4	15	37	14	22
V.g15629.t1	1	0	3	2	2	3
V.g18258.t1	62	40	21	48	44	61
V.g18250.t2	4	7	2	80	15	64
V.g14834.t1	0	0	1	10	5	5
V.g14882.t1	82	77	15	18	50	10
IV.g10647.t2	4	1	2	1	2	4
IV.g10652.t1	28	26	10	7	33	22
V.g14837.t1	3	11	4	2	0	1
V.g14885.t3	30	30	14	74	49	80
V.g14092.t2	7970	7148	7002	11145	9336	12512
V.g14839.t1	2	1	0	1	0	2
V.g14841.t3	0	2	0	0	0	1
V.g14840.t1	1	0	0	2	1	2
V.g17903.t1	860	1003	961	393	437	496
V.g14090.t1	371	427	376	488	189	380
V.g14932.t1	12292	12471	10327	7116	3423	5372
V.g14091.t1	14067	21862	14484	28956	16872	31400
V.g14933.t1	2	22	1	8	0	12
II.g6369.t1	3	1	0	65315	34461	52383
V.g17900.t1	436	491	548	190	240	193
V.g17896.t1	560	567	610	147	214	174
V.g16843.t3	4	5	1	40	15	15
V.g17919.t1	314	276	318	167	274	180
V.g17901.t3	788	904	888	218	385	317
V.g17899.t4	374	341	386	219	329	234
III.g8992.t1	230	204	178	161	29	227
IV.g10487.t1	18	5	9	20	70	18
I.g2632.t1	0	1	0	40	38	40
V.g16844.t1	54	41	32	55	72	64
V.g15278.t1	31	32	34	47	24	50
I.g2635.t1	0	0	1	0	0	0
I.g2634.t2	9	8	3	10	7	8
IV.g11314.t2	12	8	21	49	10	20
IV.g10490.t1	381	250	452	458	686	447
I.g2631.t1	327	426	260	396	310	415
V.g17691.t2	39	45	34	56	59	63
I.g2636.t2	0	1	3	8	6	7
V.g15180.t3	13	11	16	51	491	38
V.g17703.t1	93	45	57	77	218	82
V.g15178.t1	10	10	7	35	93	32
IV.g11391.t1	30	18	21	46	85	44
V.g15181.t1	123	124	84	164	9318	415
V.g16453.t2	363	109	213	75	70	37
IV.g11392.t1	39	15	30	57	24	30
IV.g11393.t3	67	61	55	208	149	108
III.g9371.t1	31	41	21	50	101	60
III.g9372.t3	15113	15777	14829	8632	4059	8342
III.g9702.t1	0	1	0	1	2	4
V.g14489.t1	0	2	0	2066	154	1031
I.g3428.t1	122	157	145	84	66	165
IV.g12207.t2	6957	7370	7272	4057	4032	4540
IV.g11144.t2	8037	8580	8095	4486	4626	5558
X.g20155.t1	137	98	88	183	245	202
III.g9419.t1	44	83	61	6	12	17
V.g14483.t1	0	0	0	0	0	0
V.g14487.t1	0	0	0	11	1	6
IV.g11149.t1	30	31	26	3	9	12
V.g14480.t1	1	0	0	855	136	522
V.g14481.t1	1	0	2	776	70	429
V.g14486.t1	0	0	0	0	0	0
V.g15754.t2	0	0	0	4	4	1
V.g15752.t1	0	0	0	0	1	0
V.g14478.t1	26	18	15	330	29	197
V.g17269.t1	1333	1360	1062	3347	5729	4207
IV.g12511.t1	3175	4696	2432	6721	6068	9109
III.g8539.t1	86	61	83	4	4	7
IV.g12512.t1	1529	2128	1283	3435	3082	4295
V.g15877.t1	64	54	34	372	643	393
V.g14869.t1	24946	29233	25655	11346	9412	14383
V.g15755.t2	4	2	2	5	20	10
II.g6727.t1	202	148	141	288	109	198
V.g15496.t2	0	0	0	0	2	5
V.g17268.t1	8	13	6	36	54	45
V.g15587.t1	1621	1406	1105	3833	5120	3714
II.g6660.t1	22	23	23	6	4	11
X.g20823.t1	2476	2766	2320	8608	5151	7798
X.g20822.t1	1069	1110	571	3202	2615	3787
X.g19417.t2	141	583	62	89	246	137
V.g14707.t2	5	3	2	48	23	30
X.g20926.t2	4670	4554	2774	15251	7323	13944
V.g14704.t1	3	7	0	48	21	32
V.g14119.t1	16	3	8	7	28	19
V.g17376.t1	7	17	14	79	70	135
X.g20821.t1	3396	4624	2944	7721	7993	9830
V.g15098.t1	1	3	2	14	16	20
I.g1677.t1	0	1	2	45	30	36
V.g15369.t2	4	3	0	42	7	18
X.g18849.t3	37	44	26	19	27	37
IV.g11804.t1	0	0	0	0	0	0
